,Snippet,Sentiment
977,RT @ThatBucketList: Both of my personalities @Starbucks pic.twitter.com/2tm0IN02kk,neutral
978,RT @FrenchYumMummy: There is a Starbucks & a Pret at Nice airport. It feels like #London already,positive
979,RT @lazerdoov: *bursts into starbucks* Me: DO YOU GUYS HAVE A POWER OUTLET Barista: yeah over there Me: oh thank god *plugs in a mechanical bull*,neutral
980,@StarbucksUK thanks guys visited two stores today and got appualing service at both then you take money off my app even tho no drink,neutral
981,RT @OfficialBradlee: Im playing Pocahontas loudly in Starbucks bc I have 0 fucks to give,neutral
982,@OfficialBradlee im craving a starbucks right now ahahaha,neutral
983,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
984,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/sVQQBOFcwQ,neutral
985,@stevewynne @StarbucksUK @HolidayInn I think it is actually quite reasonable! Hot water in High Wycombe is well above national average!,neutral
986,RT @ThatBucketList: Both of my personalities @Starbucks pic.twitter.com/2tm0IN02kk,neutral
987,RT @JournoFran: Reading Starbucks hit by electrical fire getreading.co.uk/news/reading-b� #rdguk pic.twitter.com/TnySLMSzs2,neutral
988,i have a craving for starbucks rn,neutral
989,RT @SpamChopp: #AskChrisEvans Have you ever drop kicked a nun through a Starbucks window?,neutral
990,RT @kimgarst: Your #BRAND has to evolve to stay relevant. L@@K at #Apple & Starbucks...constantly changing with their customer base. #biztip,neutral
991,"@ImmaWildling @gaycivilrights Starbucks get them... There's no ""you"" in Starbucks.",neutral
992,"@DecretumKnight I am completely serious, same for starbucks and whsmith it's the first place people go outside wards",neutral
993,#leaveitin15 @Starbucks the red cups must stay in 2015 thank you,positive
994,",@Starbucks open at this time of night? #Why?",neutral
995,"RT @Itwitius: In Starbucks, where Elvis, Batman, and Jesus have all ordered coffee already. Long day for staff.... pic.twitter.com/ibwzlzVPHG",neutral
996,"@StarbucksUK got a cool message on the app! Then noticed it was only for ""residents of the 50 United States."" Erm� pic.twitter.com/ekB45JJKx4",positive
997,@MissssssPinky i swear to God you mentioned some dude you were flirting with at #starbucks!,neutral
998,"RT @hackneyglyn: 'Could Amazon, Google, Starbucks, Boots, Vodafone pay their fucking taxes to pay all the flood victims in Britain' pic.twitter.com/zYdv68IcZc",neutral
999,@MissssssPinky is wear to got to mentioned some dude you were flirting with at #starbucks!,neutral
